Frequency (Hz)	Level (dB)
6281.250000	-69.516014
6296.875000	-76.818840
6312.500000	-72.769005
6328.125000	-67.498352
6343.750000	-67.372421
6359.375000	-72.640518
6375.000000	-71.977791
6390.625000	-65.591667
6406.250000	-65.467407
6421.875000	-78.151543
6437.500000	-69.244720
6453.125000	-75.398888
6468.750000	-75.328590
6484.375000	-72.389214
6500.000000	-75.472565
6515.625000	-79.611084
6531.250000	-76.991829
6546.875000	-69.428970
6562.500000	-72.904633
6578.125000	-71.451866
6593.750000	-72.891205
6609.375000	-66.559151
6625.000000	-66.126205
6640.625000	-71.335304
6656.250000	-72.595879
6671.875000	-70.880997
6687.500000	-75.834877
6703.125000	-69.808502
6718.750000	-69.189171
6734.375000	-72.429405
6750.000000	-68.313461
6765.625000	-68.663300
6781.250000	-67.153870
6796.875000	-69.605225
6812.500000	-73.152496
6828.125000	-70.998482
6843.750000	-71.999672
6859.375000	-74.342865
6875.000000	-75.445587
6890.625000	-71.852943
6906.250000	-64.776108
6921.875000	-71.754623
6937.500000	-64.230400
6953.125000	-60.688076
6968.750000	-63.053406
6984.375000	-70.043060
7000.000000	-94.215172
7015.625000	-74.864792
7031.250000	-68.678024
7046.875000	-81.837540
7062.500000	-67.983383
7078.125000	-69.706161
7093.750000	-69.143478
7109.375000	-70.890572
7125.000000	-68.952271
7140.625000	-66.269035
7156.250000	-66.147964
7171.875000	-71.126648
7187.500000	-76.698166
7203.125000	-76.811584
7218.750000	-70.891487
7234.375000	-72.338409
7250.000000	-76.194534
7265.625000	-75.924599
7281.250000	-72.607124
7296.875000	-69.743431
7312.500000	-75.588089
7328.125000	-83.711884
7343.750000	-76.452110
7359.375000	-75.946358
7375.000000	-81.146049
7390.625000	-94.666176
7406.250000	-114.280083
7421.875000	-105.801270
7437.500000	-113.570526
7453.125000	-113.257881
7468.750000	-106.638649
7484.375000	-107.279495
7500.000000	-106.231949
7515.625000	-98.211479
7531.250000	-83.750374
7546.875000	-76.117523
7562.500000	-76.301491
7578.125000	-83.603256
7593.750000	-99.297569
7609.375000	-106.408958
7625.000000	-117.035500
7640.625000	-116.354179
7656.250000	-98.274414
7671.875000	-84.435852
7687.500000	-77.025078
7703.125000	-76.567345
7718.750000	-84.012138
7734.375000	-99.811737
7750.000000	-126.254860
7765.625000	-94.952675
7781.250000	-85.372139
7796.875000	-78.908180
7812.500000	-78.624191
7828.125000	-79.641029
7843.750000	-73.752777
7859.375000	-71.231781
7875.000000	-86.592461
7890.625000	-75.710251
7906.250000	-76.259369
7921.875000	-87.641655
7937.500000	-71.814018
7953.125000	-73.364151
7968.750000	-74.225639
7984.375000	-71.582375
