Frequency (Hz)	Level (dB)
4234.375000	-123.834923
4250.000000	-130.248611
4265.625000	-123.536789
4281.250000	-129.926926
4296.875000	-122.480293
4312.500000	-118.054962
4328.125000	-122.620758
4343.750000	-124.162636
4359.375000	-121.397942
4375.000000	-119.089165
4390.625000	-124.179497
4406.250000	-119.298225
4421.875000	-127.944656
4437.500000	-118.912621
4453.125000	-116.138336
4468.750000	-95.480453
4484.375000	-86.143394
4500.000000	-70.917046
4515.625000	-61.432369
4531.250000	-58.479778
4546.875000	-60.897495
4562.500000	-65.355797
4578.125000	-77.101311
4593.750000	-67.544304
4609.375000	-65.695930
4625.000000	-60.808197
4640.625000	-57.216625
4656.250000	-67.160507
4671.875000	-82.158615
4687.500000	-65.234535
4703.125000	-58.106007
4718.750000	-57.289177
4734.375000	-60.477943
4750.000000	-53.327328
4765.625000	-53.785885
4781.250000	-54.379589
4796.875000	-57.265083
4812.500000	-57.785946
4828.125000	-69.920334
4843.750000	-54.077694
4859.375000	-55.930405
4875.000000	-58.963165
4890.625000	-55.145115
4906.250000	-61.191784
4921.875000	-61.584446
4937.500000	-64.989075
4953.125000	-65.975700
4968.750000	-63.536480
4984.375000	-61.389500
5000.000000	-62.320499
5015.625000	-68.275497
5031.250000	-65.959114
5046.875000	-68.599686
5062.500000	-72.767715
5078.125000	-72.225716
5093.750000	-64.329704
5109.375000	-57.648327
5125.000000	-57.259350
5140.625000	-56.323750
5156.250000	-56.559990
5171.875000	-59.799900
5187.500000	-61.143009
5203.125000	-61.490288
5218.750000	-61.319752
5234.375000	-60.047783
5250.000000	-60.110477
5265.625000	-61.229649
5281.250000	-60.162968
5296.875000	-54.832615
5312.500000	-56.707199
5328.125000	-61.152069
5343.750000	-57.686947
5359.375000	-58.660694
5375.000000	-58.100311
5390.625000	-53.811687
5406.250000	-58.048656
5421.875000	-56.332466
5437.500000	-53.832764
5453.125000	-58.652843
5468.750000	-57.291771
5484.375000	-54.422932
5500.000000	-56.127167
5515.625000	-55.316830
5531.250000	-57.590645
5546.875000	-55.201260
5562.500000	-55.612961
5578.125000	-59.152050
5593.750000	-68.486809
5609.375000	-77.348907
5625.000000	-75.806671
5640.625000	-71.369995
5656.250000	-62.821209
5671.875000	-57.551239
5687.500000	-60.634258
5703.125000	-69.747078
5718.750000	-67.482605
5734.375000	-66.968575
5750.000000	-69.307823
5765.625000	-85.322342
5781.250000	-84.457664
5796.875000	-82.033562
5812.500000	-111.771225
5828.125000	-68.511063
5843.750000	-61.301163
5859.375000	-61.353889
5875.000000	-68.510429
5890.625000	-85.031982
5906.250000	-68.291908
5921.875000	-61.721035
5937.500000	-62.510105
5953.125000	-69.635712
5968.750000	-82.812218
5984.375000	-96.238480
6000.000000	-82.755104
6015.625000	-71.628197
6031.250000	-62.801563
6046.875000	-60.465126
6062.500000	-61.409672
6078.125000	-63.749813
6093.750000	-65.347000
6109.375000	-62.023079
6125.000000	-57.075325
6140.625000	-60.406197
6156.250000	-69.777611
6171.875000	-73.394012
6187.500000	-76.409988
6203.125000	-63.958225
6218.750000	-59.752502
6234.375000	-59.926697
6250.000000	-60.368973
6265.625000	-61.713478
6281.250000	-62.690575
6296.875000	-60.327942
6312.500000	-55.533726
6328.125000	-53.677879
6343.750000	-52.743546
6359.375000	-57.287964
6375.000000	-56.255562
6390.625000	-53.701702
6406.250000	-60.050694
6421.875000	-52.495083
6437.500000	-61.421692
6453.125000	-91.800789
6468.750000	-67.912392
6484.375000	-71.671165
6500.000000	-62.431095
6515.625000	-56.644833
6531.250000	-62.088970
6546.875000	-68.200691
6562.500000	-63.371944
6578.125000	-64.662048
6593.750000	-67.280487
6609.375000	-67.534904
6625.000000	-64.841110
6640.625000	-62.576870
6656.250000	-69.989281
6671.875000	-66.611542
6687.500000	-67.761192
6703.125000	-75.740677
6718.750000	-80.866570
6734.375000	-72.893349
6750.000000	-73.305542
6765.625000	-76.734947
6781.250000	-76.757721
6796.875000	-70.342781
6812.500000	-68.642128
6828.125000	-69.593460
6843.750000	-69.969925
6859.375000	-67.171806
6875.000000	-64.230232
6890.625000	-66.769318
6906.250000	-70.511642
6921.875000	-69.054245
6937.500000	-69.509026
6953.125000	-77.481888
6968.750000	-91.452110
6984.375000	-80.777435
7000.000000	-71.230141
7015.625000	-68.171417
7031.250000	-67.862152
7046.875000	-69.986519
7062.500000	-80.081802
7078.125000	-87.518608
7093.750000	-92.241913
7109.375000	-78.512657
7125.000000	-72.261986
7140.625000	-70.954086
7156.250000	-67.295692
7171.875000	-67.458641
7187.500000	-85.271751
7203.125000	-71.599579
7218.750000	-77.149818
7234.375000	-92.227966
7250.000000	-90.852493
7265.625000	-81.447151
7281.250000	-72.338165
7296.875000	-72.015121
7312.500000	-79.139641
7328.125000	-91.664261
7343.750000	-85.817825
7359.375000	-83.390709
7375.000000	-87.608803
7390.625000	-90.833633
7406.250000	-73.236298
7421.875000	-72.691505
7437.500000	-80.695045
7453.125000	-96.667343
7468.750000	-93.447121
7484.375000	-84.257187
7500.000000	-79.573738
7515.625000	-81.505417
7531.250000	-79.389885
7546.875000	-71.562057
7562.500000	-75.372177
7578.125000	-97.549896
7593.750000	-82.967346
7609.375000	-90.670952
7625.000000	-85.909744
7640.625000	-86.418694
7656.250000	-93.351982
7671.875000	-90.580475
7687.500000	-77.736557
7703.125000	-72.517319
7718.750000	-75.974419
7734.375000	-83.856689
7750.000000	-84.336716
7765.625000	-91.626488
7781.250000	-76.372757
7796.875000	-73.975136
7812.500000	-78.436386
7828.125000	-93.142593
7843.750000	-80.949310
7859.375000	-82.946465
7875.000000	-82.986412
7890.625000	-83.058670
7906.250000	-76.417976
7921.875000	-82.345314
7937.500000	-71.274002
7953.125000	-71.627518
7968.750000	-80.739807
7984.375000	-76.570183
